entityName,year,value
Markthelfer,1750,1.0
Gräzistin,1750,1.0
Speditionskaufmann,1750,1.0
Tabakhandel,1750,1.0
Amme,1750,1.0
Ethik,1750,1.0
Einwohner,1750,1.0
Dendrologie,1750,1.0
Chabad,1750,1.0
Bibliothekswissenschaftler,1750,1.0
Starez,1750,1.0
Weinküfer,1750,1.0
Hydrotherapie,1750,1.0
Patientin,1750,1.0
Weichtierkunde,1750,1.0
Revolution,1750,1.0
Scherenschnitt,1750,1.0
Kryptogamen,1750,1.0
Rinderhirt,1750,1.0
Straßenverkäufer,1750,1.0
Vorarbeiter,1750,1.0
Whigs,1750,1.0
Rechtsphilosophie,1750,1.0
Antiqua,1750,1.0
Statistik,1750,1.0
Hegelianismus,1750,1.0
Nervenheilkunde,1750,1.0
Versicherung,1750,1.0
Bodenkunde,1750,1.0
Einwanderin,1750,1.0
Ordensträgerin,1750,1.0
Verfassungsrat,1750,1.0
Entdeckerin,1750,1.0
Schlachtross,1750,1.0
Privater,1750,1.0
Methodismus,1750,1.0
Bass,1750,1.0
Organistin,1750,1.0
Textilarbeiterin,1750,1.0
Gymnasium,1750,1.0
alt,1750,1.0
Berufsschullehrer,1750,1.0
Kraniologie,1750,1.0
Physiotherapeut,1750,1.0
Sagenforscher,1750,1.0
Fidler,1750,1.0
Holzschnitt,1750,1.0
Iowa,1750,1.0
Musikverlegerin,1750,1.0
Schifferin,1750,1.0
Verbannter,1750,1.0
Therapeut,1750,1.0
Abnaki,1750,1.0
Schlosserin,1750,1.0
Zoologie,1750,1.0
Ökumene,1750,1.0
Lewis-and-Clark-Expedition,1750,1.0
Wandermönch,1750,1.0
Musikbibliothekar,1750,1.0
Melber,1750,1.0
Marathi,1750,1.0
Hauptschullehrer,1750,1.0
Verteidigungsministerium,1750,1.0
Rechenpfennigschlager,1750,1.0
Dienstbote,1750,1.0
Erbauungsliteratur,1750,1.0
Bergsteigerin,1750,1.0
Genealogie,1750,1.0
Segelmacher,1750,1.0
Textilunternehmer,1750,1.0
Kriegerin,1750,1.0
Judaika,1750,1.0
Griechisch,1750,1.0
Bibliografie,1750,1.0
Popularphilosophie,1750,1.0
Tiroler Freiheitskampf,1750,1.0
Textilien,1750,1.0
Mexikanische Revolution,1750,1.0
Opernregisseur,1750,1.0
Guslar,1750,1.0
Foraminiferen,1750,1.0
Tutor,1750,1.0
Bürgerwehr,1750,1.0
Iranist,1750,1.0
Schiffsoffizier,1750,1.0
Volkslied,1750,1.0
Maya,1750,1.0
Vasall,1750,1.0
Geschäftsträger,1750,1.0
Wissenschaftliche Hilfskraft,1750,1.0
Detektiv,1750,1.0
Theaterintendantin,1750,1.0
Diözesanökonom,1750,1.0
Kindesmörderin,1750,1.0
Landwirtin,1750,1.0
Musikalien,1750,1.0
Maori,1750,1.0
Geografielehrer,1750,1.0
Erfinderin,1750,1.0
Dampflokomotive,1750,1.0
Kinderstar,1750,1.0
Buchhandel,1750,1.0
Broker,1750,1.0
Kunstkritikerin,1750,1.0
Politischer Flüchtling,1750,1.0
Porzellanindustrie,1750,1.0
Logik,1750,1.0
Heimvolkshochschule,1750,1.0
Diktator,1750,1.0
Hammerwerk,1750,1.0
Abtpräses,1750,1.0
Alt,1750,1.0
Läufer,1750,1.0
Architekturtheorie,1750,1.0
Räuberin,1750,1.0
Immobilienhandel,1750,1.0
Mundharmonikaspieler,1750,1.0
Pest,1750,1.0
Oberstudiendirektor,1750,1.0
Bildung,1750,1.0
Zeitzeugin,1750,1.0
Ombudsmann,1750,1.0
Pionierin,1750,1.0
Heimatschriftstellerin,1750,1.0
Blinder,1750,1.0
Gewerke,1750,1.0
Leitender Angestellter,1750,1.0
Bewohnerin,1750,1.0
Zivilrichter,1750,1.0
Chinesisch,1750,1.0
Oneida,1750,1.0
Antiquitätenhandel,1750,1.0
Favorit,1750,1.0
Bauführer,1750,1.0
Sekretärin,1750,1.0
Brigant,1750,1.0
Liquidator,1750,1.0
Ortsansicht,1750,1.0
Naturrecht,1750,1.0
Katholischer Religionslehrer,1750,1.0
Friseurin,1750,1.0
Pflanzenzüchter,1750,1.0
Versicherungsfachmann,1750,1.0
Erster serbischer Aufstand,1750,1.0
Theateragent,1750,1.0
Beg,1750,1.0
Werkzeugmacher,1750,1.0
Fotografin,1750,1.0
Brauwirtschaft,1750,1.0
Hedi,1750,1.0
Spielkartenindustrie,1750,1.0
Industrielle Revolution,1750,1.0
Kaufmannsgehilfe,1750,1.0
Spinnerei,1750,1.0
Landarbeiterin,1750,1.0
Schiffsstewardess,1750,1.0
Mandatsträger,1750,1.0
Agrarpolitiker,1750,1.0
Kommissionär,1750,1.0
Miami,1750,1.0
Reisebuchautor,1750,1.0
Gedächtniskünstler,1750,1.0
Feinwerkmechaniker,1750,1.0
Zweiter Serbischer Aufstand,1750,1.0
Rechtsgeschichte,1750,1.0
Säkularkanoniker,1750,1.0
Farbenhandel,1750,1.0
Staatsrecht,1750,1.0
Sozialpädagogin,1750,1.0
Lokomotivbau,1750,1.0
Landgerichtsdirektor,1750,1.0
Kochen,1750,1.0
Militärreform,1750,1.0
Arbeiterführer,1750,1.0
Sportpädagoge,1750,1.0
Experte,1750,1.0
Kadett,1750,1.0
Geochemiker,1750,1.0
Tagelöhnerin,1750,1.0
Weinherstellung,1750,1.0
Urologe,1750,1.0
Linguistin,1750,1.0
Forstwissenschaft,1750,1.0
Lebemann,1750,1.0
Klavierlehrerin,1750,1.0
Wasserbauer,1750,1.0
Naturschützer,1750,1.0
Rechnen,1750,1.0
Tibetologe,1750,1.0
Mykologin,1750,1.0
Wasserbauwerker,1750,1.0
Flugzeugbau,1750,1.0
Hauswirtschaftslehrerin,1750,1.0
Krimkrieg,1750,1.0
Protestantismus,1750,1.0
Universitätsmusikdirektor,1750,1.0
Sektionsleiter,1750,1.0
Forstwirtschaft,1750,1.0
Weibliche Strafgefangene,1750,1.0
Preußische Reformen,1750,1.0
Antiquitätenhändlerin,1750,1.0
Vergleichende Anatomie,1750,1.0
Museologe,1750,1.0
Physiklehrer,1750,1.0
Weibliche Tote,1750,1.0
Informationsgrafik,1750,1.0
Stradafüßler,1750,1.0
Kunsthandel,1750,1.0
Berufsmusiker,1750,1.0
Verwaltungswissenschaftler,1750,1.0
Kunstwissenschaft,1750,1.0
Lumpensammler,1750,1.0
Militärmalerei,1750,1.0
Mewlewije,1750,1.0
Sumo,1750,1.0
Babouvismus,1750,1.0
Schiffszimmerer,1750,1.0
Marine,1750,1.0
Kulturphilosoph,1750,1.0
Klöppeln,1750,1.0
Volkswirtschaft,1750,1.0
Fahnenjunker,1750,1.0
Eisenbahnpionier,1750,1.0
Kindergärtnerin,1750,1.0
Schiffsmakler,1750,1.0
Modeschöpfer,1750,1.0
Peking-Oper,1750,1.0
Imperator,1750,1.0
Musikalität,1750,1.0
Mediävist,1750,1.0
Tiermedizin,1750,1.0
Napoleonische Kriege,1750,1.0
Ehrendoktor,1750,1.0
Reichskommissar,1750,1.0
Mormone,1750,1.0
Elektrokristallisation,1750,1.0
Stadtknecht,1750,1.0
Stahlarbeiter,1750,1.0
Chefarzt,1750,1.0
Holzarbeiter,1750,1.0
Adelsmarschall,1750,1.0
Orthopädie,1750,1.0
Blechbläser,1750,1.0
Gitarrenlehrer,1750,1.0
Geflügelzucht,1750,1.0
Gelehrtenbibliothek,1750,1.0
Polsterer,1750,1.0
Polier,1750,1.0
Bühnenbild,1750,1.0
Ichthyologie,1750,1.0
Shingaku,1750,1.0
Landschullehrer,1750,1.0
Volksaufklärung,1750,1.0
Sektkellerei,1750,1.0
Versicherungsmakler,1750,1.0
Bibliomanie,1750,1.0
Solist,1750,1.0
Geophysiker,1750,1.0
Latein,1750,1.0
Ballettmeisterin,1750,1.0
Biologielehrer,1750,1.0
Bodenkundler,1750,1.0
Militärgeschichtsschreibung,1750,1.0
Landarbeiter,1750,1.0
Rechnungsführer,1750,1.0
Geräteturner,1750,1.0
Chartismus,1750,1.0
Bauarbeiter,1750,1.0
Fayenceherstellung,1750,1.0
Polonist,1750,1.0
Abolitionismus,1750,1.0
Konzertdirektion,1750,1.0
Parfümeur,1750,1.0
Bergführer,1750,1.0
Gymnastiklehrer,1750,1.0
Offizierin,1750,1.0
Gesaku,1750,1.0
Metaphysik,1750,1.0
Museumspersonal,1750,1.0
Strafrichter,1750,1.0
Fröbel-Pädagogik,1750,1.0
Münzprüfer,1750,1.0
Menschenrechtler,1750,1.0
Studienrat,1750,1.0
Québec,1750,1.0
Fremdenlegionär,1750,1.0
Soubrette,1750,1.0
Bergbauunternehmer,1750,1.0
Agrarwissenschaftlerin,1750,1.0
Figurenzeichnung,1750,1.0
Heimleiter,1750,1.0
Haushüter,1750,1.0
Kritikerin,1750,1.0
Flößerei,1750,1.0
Anatomie,1750,1.0
Mikroskopie,1750,1.0
Paläontologin,1750,1.0
Magnetiseur,1750,1.0
Mezzosopran,1750,1.0
Volkskundlerin,1750,1.0
Musikjournalistin,1750,1.0
Enzyklopädismus,1750,1.0
Philosoph,1800,825.0
Historiker,1800,2980.0
Arzt,1800,6726.0
Rechtsanwalt,1800,1163.0
Schriftsteller,1800,8151.0
Geschichtsschreiber,1800,12.0
Biograf,1800,48.0
Offizier,1800,1332.0
Politiker,1800,7792.0
Rabbiner,1800,433.0
Verwaltungsbeamter,1800,207.0
Senator,1800,204.0
Statthalter,1800,17.0
Privatgelehrter,1800,55.0
Philologe,1800,1588.0
Adel,1800,1147.0
Chirurg,1800,294.0
König,1800,24.0
Beamter,1800,924.0
Erfinder,1800,188.0
Kaiser,1800,7.0
Naturwissenschaftler,1800,677.0
Heilige,1800,18.0
Kalligraph,1800,17.0
Psychologe,1800,41.0
Astronom,1800,429.0
Künstler,1800,3325.0
Herrscher,1800,14.0
Redner,1800,3.0
Kirchenhistoriker,1800,184.0
Satiriker,1800,17.0
Pädagoge,1800,4517.0
Grammatiker,1800,13.0
Geograf,1800,413.0
Ärztin,1800,20.0
Chemiker,1800,1138.0
Jurist,1800,5419.0
Chemikerin,1800,1.0
Gelehrter,1800,209.0
Fotograf,1800,883.0
Malerin,1800,357.0
Diplomat,1800,763.0
Übersetzer,1800,706.0
Illustrator,1800,420.0
Fleischer,1800,47.0
Bürgermeister,1800,716.0
Sportler,1800,17.0
Priester,1800,924.0
Künstlerin,1800,159.0
Hotelier,1800,58.0
Buchdrucker,1800,226.0
Sänger,1800,648.0
Rechtswissenschaft,1800,178.0
Musikwissenschaftlerin,1800,2.0
Elektrotechniker,1800,21.0
Unternehmer,1800,3834.0
Musiker,1800,1282.0
Entdecker,1800,31.0
Komponist,1800,3411.0
Märtyrer,1800,7.0
Schriftstellerin,1800,1440.0
Buchhändler,1800,816.0
Staatsanwalt,1800,92.0
Flötist,1800,74.0
Heiliger,1800,29.0
Dozent,1800,64.0
Kunstsammler,1800,584.0
Maler,1800,6020.0
Handelslehrer,1800,2.0
Autor,1800,592.0
Schauspieler,1800,1108.0
Lyriker,1800,369.0
Geistlicher,1800,542.0
Bildhauerin,1800,27.0
Drucker,1800,311.0
Theologe,1800,2207.0
Zoologe,1800,545.0
Arrangeur,1800,29.0
Politikerin,1800,20.0
Patriziat,1800,6.0
Lehrer,1800,3618.0
Schauspielerin,1800,609.0
Publizist,1800,848.0
Opernsänger,1800,135.0
Physiker,1800,578.0
Gynäkologin,1800,1.0
Herausgeber,1800,206.0
Bischof,1800,420.0
Militär,1800,211.0
General,1800,1025.0
Soldat,1800,796.0
Missionar,1800,467.0
Kaiserin,1800,5.0
Alchemist,1800,1.0
Mönch,1800,97.0
Familie,1800,52.0
Patriarch,1800,8.0
Papst,1800,2.0
Kirchenmusiker,1800,64.0
Feldherr,1800,5.0
Abt,1800,85.0
Katholikos,1800,6.0
Philologie,1800,31.0
Presbyter,1800,4.0
Archimandrit,1800,6.0
Erzbischof,1800,143.0
Nonne,1800,68.0
Hagiograf,1800,4.0
Königin,1800,23.0
Rechtsgelehrter,1800,13.0
Buddhist,1800,4.0
Herzogin,1800,23.0
Einsiedlerin,1800,1.0
Kronprinz,1800,1.0
Katholischer Theologe,1800,1027.0
Christlicher Schriftsteller,1800,35.0
Händler,1800,292.0
Religionsstifter,1800,2.0
Graf,1800,477.0
Apotheker,1800,484.0
Ehefrau,1800,32.0
Kalif,1800,2.0
Goldschmied,1800,75.0
Finanzminister,1800,48.0
Herzog,1800,49.0
Einsiedler,1800,5.0
Äbtissin,1800,10.0
Hausmeier,1800,1.0
Kaufmann,1800,2355.0
Pharmakologe,1800,83.0
Prinz,1800,57.0
Mathematiker,1800,886.0
Minister,1800,130.0
Amtsträger,1800,2.0
Hofbeamter,1800,48.0
Aufständischer,1800,34.0
Gouverneur,1800,367.0
Gründerin,1800,2.0
Mystiker,1800,9.0
Metropolit,1800,13.0
Chronist,1800,48.0
Imam,1800,4.0
Lexikograf,1800,80.0
Sufismus,1800,1.0
Astrologe,1800,1.0
Religiöser Führer,1800,9.0
Höfling,1800,12.0
Medizin,1800,42.0
Fürst,1800,103.0
Biografin,1800,6.0
Linguist,1800,349.0
Malikiten,1800,1.0
Mystikerin,1800,11.0
Präfekt,1800,11.0
Islamwissenschaftler,1800,10.0
Bhikku,1800,1.0
Weiblicher Adel,1800,91.0
Kadi,1800,1.0
Konventuale,1800,2.0
Lyrikerin,1800,69.0
Musikerin,1800,100.0
Domkapitular,1800,133.0
Kanzler,1800,2.0
Genealoge,1800,74.0
Sufi,1800,14.0
Diakon,1800,60.0
Theosoph,1800,7.0
Reisender,1800,173.0
Bibliothekar,1800,787.0
Archivar,1800,435.0
Markgraf,1800,18.0
Botaniker,1800,994.0
Markgräfin,1800,7.0
Selige,1800,19.0
Regent,1800,6.0
Emir,1800,2.0
Komponistin,1800,150.0
Architekt,1800,1849.0
Kunsthandwerker,1800,89.0
Zar,1800,2.0
Großfürst,1800,1.0
Polyhistor,1800,3.0
Fürstin,1800,42.0
Choreografin,1800,2.0
Mäzen,1800,140.0
Pädagogin,1800,97.0
Prediger,1800,265.0
Kanzleibeamter,1800,2.0
Stifterin,1800,25.0
Widerstandskämpfer,1800,8.0
Friseur,1800,2.0
Gräfin,1800,156.0
Hofmeister,1800,14.0
Ritter,1800,170.0
Medizinhistoriker,1800,4.0
Vogt,1800,4.0
Talmudist,1800,24.0
Mäzenin,1800,35.0
Hofdame,1800,51.0
Soziologe,1800,49.0
Hebraist,1800,52.0
Landschaftsmaler,1800,355.0
Maschinenbauingenieur,1800,50.0
Literaturwissenschaftlerin,1800,6.0
Regentin,1800,1.0
Politologe,1800,9.0
Philologin,1800,6.0
Biologe,1800,215.0
Betriebswirt,1800,3.0
Zahnarzt,1800,51.0
Weltgeistlicher,1800,4.0
Konvertit,1800,6.0
Musikwissenschaftler,1800,168.0
Journalist,1800,1566.0
Kardinal,1800,118.0
Prinzessin,1800,54.0
Prosaist,1800,20.0
Richter,1800,427.0
Klerus,1800,13.0
Lama,1800,3.0
Gesandter,1800,84.0
Ordensgründer,1800,19.0
Physiologe,1800,162.0
Tierarzt,1800,133.0
Burggraf,1800,3.0
Seliger,1800,17.0
Religionswissenschaftler,1800,18.0
Wirtschaftswissenschaftler,1800,171.0
Berater,1800,5.0
Rebell,1800,3.0
Ordenspriester,1800,260.0
Statistiker,1800,126.0
Reformer,1800,9.0
Biochemiker,1800,6.0
Baumeister,1800,237.0
Großfürstin,1800,3.0
Kanoniker,1800,25.0
Tänzerin,1800,72.0
Drehbuchautor,1800,12.0
Lehrerin,1800,160.0
Herrscherin,1800,1.0
Archidiakon,1800,16.0
Exeget,1800,32.0
Prior,1800,14.0
Ulema,1800,4.0
Stifter,1800,36.0
Hanefiten,1800,1.0
Englisch,1800,1.0
Regierungsbeamter,1800,33.0
Schriftkünstler,1800,4.0
Konsul,1800,142.0
Leiterin,1800,2.0
Dompropst,1800,24.0
Kartograf,1800,264.0
Notar,1800,231.0
Schreiber,1800,9.0
Dirigent,1800,583.0
Scheich,1800,10.0
Theologin,1800,2.0
Stammvater,1800,1.0
Uhrmacher,1800,103.0
Freiherr,1800,722.0
Seherin,1800,3.0
Hochadel,1800,2.0
Autorin,1800,80.0
Generaloberer,1800,7.0
Bildhauer,1800,990.0
Sultan,1800,6.0
Propst,1800,49.0
Militärmusiker,1800,19.0
Literaturwissenschaftler,1800,162.0
Fürstbischof,1800,10.0
Kanonist,1800,43.0
Fotografie,1800,1.0
Theologie,1800,66.0
Restaurator,1800,94.0
Ordensschwester,1800,40.0
Sekretär,1800,79.0
Kirchenrecht,1800,3.0
Hochschullehrer,1800,1220.0
Baron,1800,144.0
Grundherr,1800,6.0
Kanonissen,1800,4.0
Koadjutor,1800,1.0
Laienbruder,1800,16.0
Literarische Gestalt,1800,2.0
Ingenieur,1800,1116.0
Wissenschaftler,1800,43.0
Krieger,1800,6.0
Bibliograf,1800,109.0
Bibliophiler,1800,116.0
Landgraf,1800,1.0
Revolutionär,1800,157.0
Samurai,1800,9.0
Fiktive Gestalt,1800,2.0
Mufti,1800,4.0
Mechaniker,1800,106.0
Sakyapa,1800,1.0
Herr,1800,3.0
Offizial,1800,1.0
Kämmerer,1800,281.0
Mätresse,1800,2.0
Sammler,1800,157.0
Weihbischof,1800,23.0
Miniaturist,1800,28.0
Religionsphilosoph,1800,10.0
Rechtsmediziner,1800,26.0
Häuptling,1800,32.0
Kryptologe,1800,2.0
Silberschmied,1800,20.0
Ratgeber,1800,1.0
Abenteurer,1800,22.0
Landesherr,1800,1.0
Vikar,1800,74.0
Erzieher,1800,41.0
Nyingmapa,1800,1.0
Vizegraf,1800,8.0
Sängerin,1800,582.0
Liederdichter,1800,36.0
Bäuerin,1800,5.0
Novizenmeister,1800,10.0
Chorherren,1800,2.0
Pfarrer,1800,3844.0
Landrichter,1800,33.0
Generalvikar,1800,24.0
Botschafter,1800,56.0
Komtur,1800,3.0
Leibarzt,1800,12.0
Stadtrichter,1800,1.0
Weber,1800,28.0
Gutsherr,1800,1077.0
Stadtschreiber,1800,12.0
Justizminister,1800,27.0
Landeshauptmann,1800,9.0
Admiral,1800,126.0
Handwerker,1800,44.0
Forschungsreisender,1800,435.0
Päpstlicher Legat,1800,1.0
Provinzial,1800,11.0
Landvogt,1800,3.0
Prälat,1800,44.0
Stadtrat,1800,104.0
Magister,1800,3.0
Häretiker,1800,1.0
Mosaizist,1800,6.0
Ratsherr,1800,45.0
Muslim,1800,1.0
Woiwode,1800,6.0
Humanist,1800,3.0
Romancier,1800,24.0
Anatom,1800,105.0
Koch,1800,8.0
Dramatiker,1800,465.0
Stadtkämmerer,1800,5.0
Geheimer Rat,1800,175.0
Weibliche Geistliche,1800,1.0
Glasmaler,1800,71.0
Kommunalpolitiker,1800,234.0
Marschall,1800,55.0
Steinmetz,1800,28.0
Reiseschriftsteller,1800,54.0
Freiheitskämpfer,1800,68.0
Verwalter,1800,40.0
Glasmacher,1800,8.0
Landmarschall,1800,3.0
Superior,1800,3.0
Rāja,1800,2.0
Historische Persönlichkeit,1800,1.0
Malerei,1800,18.0
Adelsfamilie,1800,2.0
Dekan,1800,88.0
Amtmann,1800,31.0
Schultheiß,1800,33.0
Hauptmann,1800,113.0
Glockengießer,1800,21.0
Großwesir,1800,5.0
Vizekönig,1800,4.0
Gerichtsschreiber,1800,11.0
Führer,1800,1.0
Nuntius,1800,10.0
Arbeiter,1800,22.0
Barde,1800,1.0
Kastellan,1800,2.0
Bankier,1800,678.0
Doktor,1800,114.0
Domdekan,1800,15.0
Schneider,1800,47.0
Prokurator,1800,13.0
Rat,1800,17.0
Großgrundbesitzer,1800,51.0
Fechtmeister,1800,5.0
Werkmeister,1800,5.0
Augustiner,1800,3.0
Übersetzerin,1800,121.0
Zimmerer,1800,39.0
Polizeibeamter,1800,55.0
Kreditgeber,1800,1.0
Papiermacher,1800,320.0
Rektor,1800,156.0
Seeräuber,1800,1.0
Kurfürstin,1800,2.0
Hausfrau,1800,114.0
Domvikar,1800,10.0
Chorleiter,1800,171.0
Buchbinder,1800,95.0
Oberbefehlshaber,1800,5.0
Knecht,1800,3.0
Kopist,1800,13.0
Landwirt,1800,705.0
Steuereinnehmer,1800,3.0
Privatier,1800,89.0
Holzschnitzer,1800,32.0
Ban,1800,2.0
Landschreiber,1800,2.0
Ordensgründerin,1800,39.0
Sheriff,1800,12.0
Meister,1800,3.0
Gastwirt,1800,172.0
Maurer,1800,36.0
Oberbürgermeister,1800,81.0
Angestellter,1800,16.0
Wundarzt,1800,13.0
Seidenweber,1800,6.0
Pelzhändler,1800,7.0
Beisitzer,1800,1.0
Unternehmerin,1800,44.0
Stallmeister,1800,7.0
Abgeordneter,1800,3107.0
Gerber,1800,31.0
Hofrat,1800,91.0
Zöllner,1800,4.0
Moraltheologe,1800,23.0
Söldner,1800,4.0
Gießer,1800,16.0
Mesner,1800,18.0
Amtsarzt,1800,22.0
Kauffrau,1800,8.0
Archäologe,1800,658.0
Bankkaufmann,1800,9.0
Schlossherr,1800,1.0
Kürschner,1800,10.0
Verleger,1800,1276.0
Holzbildhauer,1800,36.0
Kupferstecher,1800,440.0
Zeichner,1800,907.0
Medailleur,1800,94.0
Lautenspieler,1800,1.0
Seefahrer,1800,18.0
Klassischer Philologe,1800,941.0
Münzmeister,1800,4.0
Tischler,1800,101.0
Organist,1800,583.0
Schöffe,1800,3.0
Bauer,1800,69.0
Diener,1800,4.0
Finanzbeamter,1800,58.0
Schmied,1800,32.0
Kapitän,1800,82.0
Tuchmacher,1800,12.0
Hoher Beamter,1800,9.0
Gräzist,1800,22.0
Tänzer,1800,66.0
Oberst,1800,245.0
Erzherzogin,1800,4.0
Bauherr,1800,4.0
Kunsthändler,1800,105.0
Bäcker,1800,47.0
Bildnismaler,1800,198.0
Zunftmeister,1800,4.0
Orgelsachverständiger,1800,1.0
Nationalheldin,1800,2.0
Töpfer,1800,6.0
Barbier,1800,4.0
Papierhändler,1800,16.0
Kunsthandwerkerin,1800,5.0
Magistrat,1800,6.0
Reichsgraf,1800,8.0
Mundschenk,1800,1.0
Kommandant,1800,20.0
Grafiker,1800,586.0
Kunsthistoriker,1800,453.0
Brauer und Mälzer,1800,123.0
Anthropologe,1800,87.0
Beichtvater,1800,3.0
Volksheld,1800,2.0
Formschneider,1800,1.0
Rentmeister,1800,12.0
Petrologe,1800,8.0
Förster,1800,220.0
Verteidigungsminister,1800,35.0
Kommandeur,1800,8.0
Gelegenheitsarbeiter,1800,2.0
Kirchenmaler,1800,17.0
Tanzlehrer,1800,15.0
Glaskünstler,1800,9.0
Wagner,1800,10.0
Mäzenatentum,1800,4.0
Ammann,1800,4.0
Stempelmacher,1800,17.0
Landrat,1800,319.0
Dienerin,1800,2.0
Korrektor,1800,7.0
Evangelischer Theologe,1800,762.0
Superintendent,1800,215.0
Kirchenlieddichter,1800,11.0
Gymnasiallehrer,1800,1633.0
Hofprediger,1800,25.0
Holzschneider,1800,98.0
Orientalist,1800,399.0
Kantor,1800,125.0
Musikinstrumentenbauer,1800,307.0
Syndikusanwalt,1800,25.0
Büchsenmacher,1800,22.0
Humanistin,1800,1.0
Keramiker,1800,27.0
Geliebte,1800,4.0
Generalsuperintendent,1800,50.0
Musikschriftsteller,1800,206.0
Orgelbauer,1800,263.0
Schuhmacher,1800,54.0
Radierer,1800,284.0
Buchhalter,1800,40.0
Schriftgießer,1800,8.0
Stadtratsmitglied,1800,18.0
Zeremonienmeister,1800,10.0
Steuerbeamter,1800,13.0
Krimineller,1800,19.0
Stuckateur,1800,9.0
Musiklehrer,1800,483.0
Naturphilosoph,1800,9.0
Feldmarschall,1800,29.0
Zinngießer,1800,10.0
Schriftsetzer,1800,39.0
Steinschneider,1800,5.0
Ethnologe,1800,272.0
Dienstmann,1800,3.0
Selbstverleger,1800,6.0
Postbeamter,1800,74.0
Rotschmied,1800,1.0
Musikdrucker,1800,2.0
Rechtsbeistand,1800,1.0
Vorsitzender,1800,8.0
Waffenschmied,1800,3.0
Anglikanischer Theologe,1800,16.0
Regierungschef,1800,52.0
Leiter,1800,7.0
Komödiant,1800,3.0
Pächter,1800,17.0
Druckerin,1800,5.0
Hofmusiker,1800,8.0
Gelugpa,1800,1.0
Reeder,1800,80.0
Staatsrat,1800,104.0
Lateinlehrer,1800,13.0
Birgittenkloster,1800,4.0
Ästhetik,1800,1.0
Kupferstecherin,1800,1.0
Gefangener,1800,2.0
Chorknabe,1800,1.0
Kupferschmied,1800,13.0
Geologe,1800,651.0
Räuber,1800,2.0
Liederdichterin,1800,4.0
Muse,1800,2.0
Gynäkologe,1800,120.0
Scharfrichter,1800,6.0
Seemann,1800,44.0
Cembalist,1800,2.0
Bergbau,1800,39.0
Romanist,1800,120.0
Sanskrit,1800,4.0
Bader,1800,2.0
Graveur,1800,94.0
Volkskundler,1800,101.0
Daimyō,1800,1.0
Zensor,1800,4.0
Kunsttischler,1800,21.0
Schachspieler,1800,27.0
Freiheitskämpferin,1800,3.0
Bauhandwerker,1800,2.0
Bläser,1800,2.0
Buchdruckerin,1800,2.0
Ober-Gespan,1800,1.0
Landammann,1800,4.0
Baronin,1800,34.0
Krämer,1800,3.0
Modellbauer,1800,2.0
Rabbi,1800,9.0
Mineraloge,1800,278.0
Oberamtmann,1800,40.0
Naturwissenschaftlerin,1800,3.0
Chronistin,1800,1.0
Funktionär,1800,24.0
Freifrau,1800,80.0
Feldscher,1800,3.0
Glas- und Kerammaler,1800,1.0
Edler,1800,5.0
Holzblasinstrumentenbauer,1800,4.0
Agrarwissenschaftler,1800,154.0
Sozialreformer,1800,40.0
Redakteur,1800,751.0
Konservator,1800,72.0
Staatssekretär,1800,29.0
Siegel,1800,4.0
Marineoffizier,1800,137.0
Vermessungsingenieur,1800,91.0
Geschäftsführer,1800,32.0
Vizekanzler,1800,3.0
Geschichte,1800,23.0
Schlosser,1800,43.0
Diakonisse,1800,21.0
Magier,1800,2.0
Pandit,1800,4.0
Instrumentenbauer,1800,10.0
Kunstkritiker,1800,77.0
Stadtsyndikus,1800,10.0
Kammerdiener,1800,10.0
Antiquar,1800,84.0
Musikalienhändler,1800,43.0
Mathematik,1800,32.0
Feuerwerker,1800,2.0
Entomologe,1800,232.0
Zitherspielerin,1800,1.0
Steinbrecher,1800,1.0
Bergmann,1800,65.0
Briefmaler,1800,2.0
Archäologie,1800,4.0
Geisteswissenschaftler,1800,3.0
Bandit,1800,1.0
Kapellmeister,1800,303.0
Schulleiter,1800,1088.0
Numismatiker,1800,224.0
Domprediger,1800,16.0
Protestant,1800,1.0
Messerschmied,1800,3.0
Drost,1800,1.0
Konsistorialrat,1800,61.0
Regierungsrat,1800,233.0
Geigenbauer,1800,69.0
Kolonisator,1800,2.0
Bauingenieur,1800,145.0
Generalleutnant,1800,356.0
Student,1800,27.0
Kirchenrat,1800,49.0
Präsident,1800,36.0
Apothekerin,1800,2.0
Musikverleger,1800,113.0
Dolmetscher,1800,17.0
Generaloberst,1800,14.0
Hofkapellmeister,1800,31.0
Heraldiker,1800,47.0
Generalfeldmarschall,1800,20.0
Militärschriftsteller,1800,68.0
Konrektor,1800,38.0
Lautenbauer,1800,3.0
Klassische Philologie,1800,19.0
Geiger,1800,423.0
Gutsherrin,1800,12.0
Vergolder,1800,12.0
Gastwirtin,1800,7.0
Glaser,1800,9.0
Bergingenieur,1800,85.0
Oberstleutnant,1800,148.0
Unitarier,1800,1.0
Theologiestudent,1800,5.0
Kirchenvorstand,1800,16.0
Kirchenlieddichterin,1800,3.0
Altertumswissenschaftler,1800,39.0
Militärgeistlicher,1800,21.0
Konstrukteur,1800,39.0
Posaunist,1800,12.0
Literaturkritiker,1800,68.0
Erzherzog,1800,5.0
Verlegerin,1800,13.0
Topograf,1800,39.0
Seelsorger,1800,129.0
Pascha,1800,1.0
Fischer,1800,5.0
Schulinspektor,1800,99.0
